White_Unified_Name,Black_Sex,PlyCount,RatingDiff,Opening,IsAggressive
Spinaltap,M,146,39,"King's Indian Defense: Normal Variation, King's Knight Variation",True
"Gattass, Allan",M,76,108,Sicilian Defense: Classical Variation,True
alanford,M,90,-123,"Sicilian Defense: Scheveningen Variation, Classical Variation",True
DonFulgenzio,M,56,88,Sicilian Defense: Kalashnikov Variation,True
Spinaltap,M,75,171,King's Indian Attack,True
Spinaltap,M,142,153,Neo-Gruenfeld Defense: Non- or Delayed Fianchetto,False
Spinaltap,M,75,162,"King's Indian Defense: Orthodox Variation, Bayonet Attack",True
Godzillator,M,56,82,Old Benoni Defense #2,False
Dr. Norbert Barth,M,59,15,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",True
Chop-That-Wood,M,52,-122,Bogo-Indian Defense: Gruenfeld Variation,False
simplethinker,M,54,86,Sicilian Defense: Richter-Rauzer Variation,True
Kunk,M,28,76,Modern Defense: Standard Defense,False
"Okike, David",M,118,-70,"Sicilian Defense: Kan Variation, Modern Variation",True
"Okike, David",M,138,-103,Sicilian Defense: Kalashnikov Variation,True
"Sariego Figueredo, Wilfredo",M,62,118,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",True
Dr. Norbert Barth,M,82,-78,Sicilian Defense: Delayed Alapin Variation,True
Dr. Norbert Barth,M,86,-110,"English Opening: King's English Variation, Closed System",False
Dr. Norbert Barth,M,58,-96,Nimzo-Larsen Attack: Classical Variation,True
Dr. Norbert Barth,M,76,-127,Ruy Lopez: Cozio Defense,False
Dr. Norbert Barth,M,86,-100,"King's Gambit Declined, Queen's Knight Defense",True
Hou Ji Yao,M,104,125,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation",True
Hou Ji Yao,M,36,97,Sicilian Defense: Classical Variation,True
Horacio Pereyra,M,32,-114,Blackmar-Diemer Gambit: Zeller Defense,True
"Sariego Figueredo, Wilfredo",M,66,47,Queen's Pawn Game: Levitsky Attack,True
"Gattass, Allan",M,98,-23,Sicilian Defense: Kalashnikov Variation,True
FireonBoard,M,128,108,Sicilian Defense: Alapin Variation,True
alanford,M,30,-126,"Sicilian Defense: Richter-Rauzer, 6...e6",True
Piranaseven,M,62,-70,Sicilian Defense: Old Sicilian,True
"Gattass, Allan",M,94,-189,Alekhine Defense: Exchange Variation,False
Juan Camilo Arango,M,32,86,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",True
Arturo Augusto Fernandez Hernandez,M,154,91,"Sicilian Defense: Closed Variation, Traditional",True
Arturo Augusto Fernandez Hernandez,M,88,72,"Sicilian Defense: Closed Variation, Traditional",True
Robert Lončar,M,78,-56,"Gruenfeld Defense: Exchange Variation, Modern Exchange Variation, Kramnik's Line",False
"Wisniacki, Flavio",M,128,-277,"English Opening: Anglo-Indian Defense, Queen's Knight Variation",False
smurf42,M,126,92,Trompowsky Attack: Edge Variation,True
smurf42,M,64,60,Trompowsky Attack: Classical Defense,True
smurf42,M,60,54,Dutch Defense: Staunton Gambit,True
"Gattass, Allan",M,112,-133,"Sicilian Defense: Canal Attack, Main Line",True
"Moiseenko, Vadim",M,82,100,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",True
"Velten, Paul",M,100,-55,Pirc Defense: Classical Variation,False
"Moiseenko, Vadim",M,140,74,Sicilian Defense: Old Sicilian,True
"Velten, Paul",M,102,-47,Queen's Pawn Game: Symmetrical Variation,False
"Moiseenko, Vadim",M,78,67,Rat Defense: Antal Defense,False
"Moiseenko, Vadim",M,150,14,Modern Defense,False
Arturo Augusto Fernandez Hernandez,M,78,-24,Pirc Defense,False
Francisco,M,40,-68,Czech Defense,False
Francisco,M,82,-109,Modern Defense: Standard Defense,False
Horacio Pereyra,M,66,-5,Indian Game: Reversed Chigorin Defense,False
TinyMinnow,M,108,-117,King's Indian Defense: Normal Variation,True
"Moiseenko, Vadim",M,44,-42,"Italian Game: Two Knights Defense, Modern Bishop's Opening",False
"Sariego Figueredo, Wilfredo",M,90,-195,Queen's Pawn Game: Levitsky Attack,True
lovlas,M,68,182,Pirc Defense,False
alanford,M,112,-243,"French Defense: Tarrasch Variation, Open System, Euwe-Keres Line",False
garnek123,M,106,53,Queen's Indian Defense,False
"Sariego Figueredo, Wilfredo",M,68,-232,Trompowsky Attack,True
"Sariego Figueredo, Wilfredo",M,50,-212,Trompowsky Attack,True
smurf42,M,75,15,"Trompowsky Attack: Classical Defense, Big Center Variation",True
smurf42,M,60,14,"French Defense: Winawer Variation, Advance Variation",False
smurf42,M,96,73,Trompowsky Attack,True
Robert Lončar,M,78,-12,King's Indian Defense: Makogonov Variation,True
Robert Lončar,M,144,-71,Alekhine Defense: Exchange Variation,False
Robert Lončar,M,102,-106,King's Indian Defense: Normal Variation,True
Robert Lončar,M,66,-138,King's Indian Defense: Makogonov Variation,True
mikromurks,M,68,-219,Sicilian Defense: Old Sicilian,True
Robert Lončar,M,58,127,Rat Defense: English Rat,False
Maci,M,68,-51,Nimzo-Indian Defense: Fischer Variation,False
Maci,M,34,-43,Old Benoni Defense #2,False
smurf42,M,52,16,Trompowsky Attack,True
smurf42,M,58,15,Trompowsky Attack: Edge Variation,True
MAsTerhec,M,74,-290,Center Game: Berger Variation,False
MAsTerhec,M,136,-281,Nimzo-Larsen Attack: Classical Variation,True
"Kuipers, Eelco",M,80,-112,Old Benoni Defense,False
Robert Lončar,M,106,9,Zukertort Opening: Kingside Fianchetto,False
Robert Lončar,M,48,-10,Sicilian Defense: Delayed Alapin Variation,True
Robert Lončar,M,88,-15,"Nimzo-Indian Defense: Three Knights Variation, Duchamp Variation",False
"Wisniacki, Flavio",M,82,-221,Zukertort Opening: Dutch Variation,False
Maci,M,68,112,Slav Defense: Modern Line,False
Beletko,M,88,-218,Queen's Pawn Game: London System,False
Beletko,M,32,-239,East Indian Defense,False
"Aydincelebi, Kagan",M,126,-309,"Sicilian Defense: Canal Attack, Main Line",True
"Okike, David",M,121,-112,Sicilian Defense: Kupreichik Variation,True
"Okike, David",M,56,-101,"French Defense: Steinitz Variation, Boleslavsky Variation",False
"Okike, David",M,64,-134,"Sicilian Defense: Accelerated Dragon, Exchange Variation",True
"Martinez Romero, Martin",M,70,124,Zukertort Opening: Double Fianchetto Attack,True
Beletko,M,52,-45,Reti Opening: Reversed Blumenfeld Gambit,True
lovlas,M,80,298,Sicilian Defense: Grand Prix Attack,True
lovlas,M,74,238,Sicilian Defense: Richter-Rauzer Variation,True
chrissyplaya,M,98,-174,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",True
chrissyplaya,M,106,-155,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",True
lovlas,M,166,195,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",True
TinyMinnow,M,94,-67,Gruenfeld Defense: Three Knights Variation,False
"Kozusek, Daniel",M,90,-10,"Sicilian Defense: Scheveningen Variation, Delayed Keres Attack",True
"Gattass, Allan",M,112,17,Scandinavian Defense,False
"Gattass, Allan",M,62,-26,"English Opening: King's English Variation, Closed System",False
"Gattass, Allan",M,48,-45,Nimzo-Indian Defense: Leningrad Variation,False
"Sariego Figueredo, Wilfredo",M,132,63,"Sicilian Defense: Smith-Morra Gambit Declined, Push Variation",True
"Gattass, Allan",M,64,-69,"Queen's Gambit Refused: Chigorin Defense, Tartakower Gambit",True
Spinaltap,M,58,219,Semi-Slav Defense: Quiet Variation,False
is_er_nog_hoop,M,52,124,Reti Opening #2,False
"Sariego Figueredo, Wilfredo",M,84,49,Trompowsky Attack: Classical Defense,True
Marko Srebrnič,M,90,72,Sicilian Defense: Kalashnikov Variation,True
"Sariego Figueredo, Wilfredo",M,16,89,Trompowsky Attack: Raptor Variation,True
"Sariego Figueredo, Wilfredo",M,88,-142,Pirc Defense #2,False
"Korobkin, Maxim",M,62,157,Reti Opening: Advance Variation,False
Spinaltap,M,86,193,"Slav Defense: Czech Variation, Wiesbaden Variation, Sharp Line",False
"Okike, David",M,106,-34,"Sicilian Defense: Najdorf Variation, Poisoned Pawn Variation",True
"Okike, David",M,10,-63,Sicilian Defense: Loewenthal Variation,True
"Okike, David",M,86,-95,Ruy Lopez: Closed,False
"Gattass, Allan",M,116,109,Sicilian Defense: Classical Variation,True
"Okike, David",M,88,-84,Sicilian Defense: Kalashnikov Variation,True
"Gattass, Allan",M,130,68,"Sicilian Defense: Classical Variation, Fianchetto Variation",True
Łukasz Licznerski,M,86,-41,"Caro-Kann Defense: Panov Attack, Fianchetto Defense",True
Godzillator,M,64,-308,Queen's Gambit Accepted: Old Variation,True
Godzillator,M,36,-322,Trompowsky Attack,True
smurf42,M,44,-175,French Defense: Paulsen Variation,False
Carlos Ernesto Burgos Figueroa,M,32,2,"Bishop's Opening: Vienna Hybrid, Spielmann Attack",True
Beletko,M,70,84,"Trompowsky Attack: Classical Defense, Big Center Variation",True
Pete Karagianis,M,40,-201,King's Indian Defense: Orthodox Variation,True
Pete Karagianis,M,44,-223,Modern Defense: Beefeater Variation,False
Pete Karagianis,M,36,-242,Modern Defense: Averbakh Variation,False
Pete Karagianis,M,58,-261,Modern Defense,False
"Hirneise, Jens",M,130,225,Sicilian Defense: Richter-Rauzer Variation,True
Arturo Augusto Fernandez Hernandez,M,62,-54,Alekhine Defense: Two Pawn Attack,True
Arturo Augusto Fernandez Hernandez,M,104,-47,Alekhine Defense: Exchange Variation,False
DonFulgenzio,M,58,-262,English Opening: Agincourt Defense #2,False
Graham Horobetz,M,42,-22,Sicilian Defense: Closed,True
"Okike, David",M,114,-314,"French Defense: Classical Variation, Svenonius Variation",False
"Okike, David",M,46,-223,"Alekhine Defense: Modern Variation, Larsen Variation",False
"Okike, David",M,98,-243,"Pterodactyl Defense: Eastern, Rhamphorhynchus",False
"Okike, David",M,92,-260,"Alekhine Defense: Modern Variation, Larsen Variation",False
"Okike, David",M,104,-278,"Ruy Lopez: Morphy Defense, Breyer Defense, Zaitsev Hybrid",False
Gabix94,M,82,-194,Robatsch (Modern) Defense,False
Nobody Really,M,92,60,"Sicilian Defense: Closed Variation, Chameleon Variation",True
garnek123,M,72,-19,Pirc Defense #2,False
Nobody Really,M,132,185,Sicilian Defense: Keres Variation,True
Łukasz Licznerski,M,138,105,"French Defense: Rubinstein Variation, Blackburne Defense",False
Łukasz Licznerski,M,92,21,Nimzo-Larsen Attack: Modern Variation #4,True
lovlas,M,132,19,"French Defense: Steinitz Variation, Boleslavsky Variation",False
Łukasz Licznerski,M,102,-53,"French Defense: Tarrasch Variation, Closed Variation, Main Line",False
Łukasz Licznerski,M,104,-37,Nimzo-Larsen Attack: Modern Variation #4,True
Łukasz Licznerski,M,56,-32,"French Defense: Tarrasch Variation, Open System, Main Line",False
"Hirneise, Jens",M,86,122,"Sicilian Defense: Kan Variation, Knight Variation",True
Arturo Augusto Fernandez Hernandez,M,76,136,Italian Game: Classical Variation,False
Arturo Augusto Fernandez Hernandez,M,80,122,Italian Game: Two Knights Defense,False
RebeccaHarris,M,138,180,Nimzo-Larsen Attack: Modern Variation #4,True
TinyMinnow,M,120,-98,Nimzo-Indian Defense: Leningrad Variation,False
Stephen Adams,M,90,192,"Ruy Lopez: Schliemann Defense, Tartakower Variation",False
MAsTerhec,M,42,-113,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",True
Zsolt Szilágyi,M,140,60,Sicilian Defense: Classical Variation,True
Zsolt Szilágyi,M,54,54,Torre Attack,True
abricot,M,92,-74,Bird Opening,False
Francisco,M,100,-125,Benoni Defense: Benoni-Indian Defense,False
Luca Albertini,M,118,76,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",True
James Jackson,M,71,24,"Sicilian Defense: Kan Variation, Polugaevsky Variation",True
TinyMinnow,M,98,-128,Old Indian Defense: Ukrainian Variation,False
TinyMinnow,M,82,-80,Old Indian Defense,False
TinyMinnow,M,96,-113,Old Indian Defense,False
TinyMinnow,M,198,-98,Hungarian Opening,False
TinyMinnow,M,118,-130,Kadas Opening,False
TinyMinnow,M,60,-136,Old Indian Defense,False
"Okike, David",M,35,-252,"Sicilian Defense: Kan Variation, Modern Variation",True
FireonBoard,M,52,174,Sicilian Defense: Alapin Variation,True
Silvio Andrés Llorens,M,110,-27,Indian Game: Wade-Tartakower Defense,False
blitzbullet,M,70,-44,"Sicilian Defense: Smith-Morra Gambit Declined, Push Variation",True
lovlas,M,162,93,Alekhine Defense: Exchange Variation,False
Godzillator,M,108,-194,Queen's Gambit Accepted: Janowski-Larsen Variation,True
Godzillator,M,150,-216,Queen's Gambit Accepted: Janowski-Larsen Variation,True
Godzillator,M,136,-236,Queen's Pawn Game: London System,False
lovlas,M,50,9,Nimzo-Indian Defense: Romanishin Variation #2,False
TinyMinnow,M,52,-220,Modern Defense: Beefeater Variation,False
Luca Albertini,M,80,-76,"Sicilian Defense: O'Kelly Variation, Maroczy Bind, Paulsen Line",True
alanford,M,92,-84,Dutch Defense: Queen's Knight Variation,False
Maci,M,44,44,Old Benoni Defense #2,False
Arturo Augusto Fernandez Hernandez,M,80,-50,Sicilian Defense: Closed,True
Godzillator,M,48,-306,Queen's Gambit Accepted: Janowski-Larsen Variation,True
Godzillator,M,82,-321,Trompowsky Attack,True
ZibbitVideos,M,82,-12,"English Opening: King's English Variation, Taimanov Variation",False
smurf42,M,74,-121,Philidor Defense: Lion Variation,False
alanford,M,98,-192,Pirc Defense #2,False
Alessandro Manzone Barranco,M,102,24,Slav Defense #2,False
Horacio Pereyra,M,2,-74,Indian Game,False
John Chernoff,M,52,-97,Sicilian Defense: Closed Variation,True
John Chernoff,M,40,-84,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation",True
AMADAN,M,70,-101,Sicilian Defense: Alapin Variation,True
sstrb,M,66,-53,Sicilian Defense: Kalashnikov Variation,True
"Maidel, Anton",M,84,-199,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",False
"Maidel, Anton",M,132,-225,French Defense: Paulsen Variation,False
"Velten, Paul",M,79,236,Slav Defense #2,False
"Vargas Arteaga, Alexis",M,34,-21,"Italian Game: Classical Variation, Giuoco Pianissimo",False
"Sariego Figueredo, Wilfredo",M,66,41,Benoni Defense: Benoni Gambit Accepted,True
"Vargas Arteaga, Alexis",M,78,-17,Sicilian Defense: Loewenthal Variation,True
"Sariego Figueredo, Wilfredo",M,144,27,Trompowsky Attack: Classical Defense,True
Spinaltap,M,90,252,Bogo-Indian Defense: Gruenfeld Variation,False
Spinaltap,M,106,247,Sicilian Defense: Closed Variation,True
jsl,M,80,102,"Sicilian Defense: Kan Variation, Polugaevsky Variation",True
"Gattass, Allan",M,62,54,Sicilian Defense: French Variation,True
"Sariego Figueredo, Wilfredo",M,82,-30,Trompowsky Attack,True
Horacio Pereyra,M,162,-100,Richter-Veresov Attack,True
Luca Albertini,M,50,-182,Sicilian Defense: Hyperaccelerated Fianchetto,True
Francisco,M,52,-53,Horwitz Defense,False
Luca Albertini,M,106,-81,"Sicilian Defense: Canal-Sokolsky Attack, Sokolsky Variation",True
Luca Albertini,M,96,-117,"King's Indian Defense: Saemisch Variation, Normal Defense",True
ZappBrannigan86,M,96,-48,Queen's Pawn Game: Mason Attack,True
"Molaei, Mohammadamin",M,70,-82,Queen's Gambit Accepted: Showalter Variation,True
"Molaei, Mohammadamin",M,86,-139,Catalan Opening,False
"Molaei, Mohammadamin",M,66,-183,"Queen's Indian Defense: Fianchetto Variation, Nimzowitsch Variation",False
"Molaei, Mohammadamin",M,64,-184,Queen's Gambit Accepted,True
"Molaei, Mohammadamin",M,62,-218,Queen's Gambit Accepted,True
"Molaei, Mohammadamin",M,78,-246,"Queen's Indian Defense: Fianchetto Variation, Nimzowitsch Variation, Quiet Line",False
"Sariego Figueredo, Wilfredo",M,88,-39,Queen's Pawn Game: Levitsky Attack,True
"Sariego Figueredo, Wilfredo",M,72,-79,Queen's Pawn Game: Levitsky Attack,True
"Kozusek, Daniel",M,78,13,Sicilian Defense: Kalashnikov Variation,True
"Okike, David",M,32,-243,"Scandinavian Defense: Portuguese Variation, Portuguese Gambit",True
blitzbullet,M,50,107,"Sicilian Defense: Wing Gambit, Marshall Variation",True
"Wisniacki, Flavio",M,86,-143,Reti Opening #2,False
laguun,M,40,-39,English Opening: King's English Variation,False
opperwezen,M,84,164,"King's Indian, Fianchetto, Classical Variation, 8.e4",True
Papasimakopoulos Alexandros,M,68,-71,Nimzo-Indian Defense: Classical Variation,False
TimeToSmile,M,74,139,Indian Game,False
FireonBoard,M,86,-187,"French Defense: Rubinstein Variation, Blackburne Defense",False
FireonBoard,M,134,5,"Sicilian Defense: Alapin Variation, Stoltz Attack",True
Stephen Adams,M,38,-166,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",True
Silvio Andrés Llorens,M,88,-17,Queen's Pawn Game: Chigorin Variation,False
Alessandro Manzone Barranco,M,110,237,Nimzo-Indian Defense: Romanishin Variation #2,False
alanford,M,60,-322,"French Defense: Rubinstein Variation, Blackburne Defense",False
alanford,M,70,-298,"Sicilian Defense: Kan Variation, Modern Variation",True
Nobody Really,M,74,-306,French Defense: King's Indian Attack,True
Leon4rdo,M,96,-157,Bogo-Indian Defense: Vitolins Variation,False
blitzbullet,M,128,12,"Sicilian Defense: Wing Gambit, Marshall Variation",True
Alessandro Manzone Barranco,M,66,20,Old Benoni Defense #2,False
alanford,M,102,-132,Scandinavian Defense: Portuguese Variation,False
Dumit Semerene,M,120,93,Zukertort Opening: Slav Invitation,False
"Okike, David",M,96,-87,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Panov Variation",True
chessmathmunich,M,52,-215,"French Defense: Winawer Variation, Alekhine-Maroczy Gambit",True
Alex Astaneh,M,84,10,East Indian Defense,False
Alex Astaneh,M,56,-48,Sicilian Defense: Old Sicilian,True
alanford,M,104,-209,Nimzo-Indian Defense: Normal Variation,False
"Gorodetzky, David",M,94,188,"Queen's Gambit Refused: Chigorin Defense, Exchange Variation",True
"Zimmermann, Julian",M,38,-253,"French Defense: Tarrasch Variation, Morozevich Variation",False
Jorge Sepúlveda,M,146,-227,Scandinavian Defense: Modern Variation #2,False
Jorge Sepúlveda,M,122,-253,Modern Defense: Modern Pterodactyl,False
Jorge Sepúlveda,M,78,-239,Modern Defense: Modern Pterodactyl,False
Jorge Sepúlveda,M,58,-262,Modern Defense: Three Pawns Attack,True
Jorge Sepúlveda,M,90,-284,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,True
"Okike, David",M,70,-151,"Ruy Lopez: Closed Variations, Keres Defense",False
Stamatis Kourkoulos,M,120,-142,Nimzo-Larsen Attack: Indian Variation,True
TimeToSmile,M,40,13,Indian Game,False
arnikka89,M,56,-289,"Ruy Lopez: Schliemann Defense, Dyckhoff Variation",False
Stephen Adams,M,50,-264,Nimzo-Larsen Attack: Modern Variation #4,True
Robin-Side,M,54,259,Queen's Pawn Game: Huebsch Gambit,True
"Okike, David",M,50,-225,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Panov Variation",True
"Okike, David",M,80,-244,Sicilian Defense: Najdorf Variation,True
"Okike, David",M,68,-262,Sicilian Defense: Modern Variations,True
"Okike, David",M,74,-278,Sicilian Defense: Modern Variations,True
"Okike, David",M,86,-293,Sicilian Defense: Najdorf Variation,True
"Okike, David",M,124,-308,Sicilian Defense: Najdorf Variation,True
"Okike, David",M,124,-321,Sicilian Defense: Modern Variations,True
alanford,M,102,-144,Sicilian Defense: Kalashnikov Variation,True
"Plichta, Kamil",M,86,88,Nimzo-Indian Defense: Three Knights Variation,False
