username,id,title,name,country,bio,fide_rating,uscf_rating,ecf_rating,blitz_rating,blitz_prog,blitz_games,rapid_rating,rapid_prog,rapid_games,bullet_rating,classical_rating,url,verified
Lelya96,lelya96,WFM,Olga Artemyeva,RU,,,,,2299,38,1583,2263,19,15,2372,1500,,
MiqO2143,miqo2143,CM,,US,,,,,2663,57,3306,2395,64,76,2809,2051,,
jesusmartinduque,jesusmartinduque,IM,Jesus Martin Duque,ES,"Soy Jesús Martín Duque , ratings.fide.com/profile/2208954. Interesados en clases , entrenamientos etc....

Training games 15€/1h

Lessons 25€/1h",2422.0,,,2404,-4,3843,2001,6,50,2401,1500,,
Fir_09,fir_09,FM,,UZ,,2724.0,,,2705,18,431,1500,0,0,3101,1500,,
KuaSinliong,kuasinliong,NM,,ID,,,,,2329,154,512,2396,141,42,2332,2332,,
michellopezabreu,michellopezabreu,FM,Michel Lopez Abreu,VE,"Hola, gracias por visitar mi perfil, un cordial saludo mi nombre es Michel López. Me gusta ayudar a las personas a mejora en esta complicada disciplina. soy Maestro Fide desde 21/08/2016. Ingeniero Marítimo y Oficial de la Marina Mercante.",2154.0,,,2500,10,11688,2271,25,324,2608,1894,,
Yanidze,yanidze,NM,,,"Yan and only

https://i.imgur.com/b1m2KzD.png",,2315.0,,2213,-17,4919,2340,-12,662,2637,1500,,
slowchessplayer2001,slowchessplayer2001,NM,,,,,,,2567,0,482,1682,-115,13,2765,1500,,
JorgeTobar01,jorgetobar01,CM,Jorge Esteban Tobar Beltrán,CO,"ID FIDE: 4430646

- Club deportivo Kasparov

- Liga Caucana de Ajedrez

- https://ratings.fide.com/profile/443064

- Universidad del Cauca - Estudiante de Ing. Civil",1893.0,,,2324,-18,5570,2190,-7,62,2509,1500,,
chessplayer1964,chessplayer1964,NM,,AQ,,,,,2256,-2,488,1498,-19,66,2582,1328,,
Ducu17,ducu17,IM,,,,,,,2764,54,518,2676,6,28,2866,1500,,
Peleador2020,peleador2020,CM,,PE,,,,,1806,0,10,1500,0,0,1322,1337,,
Aggressus,aggressus,NM,Giovanni Mejia,PH,"Member of Philippine Chess Association of the Philippines (PCAP). Team Camarines Soaring Eagles! 
I started playing chess at the age of 7. I earned my NM title at the age of 14.",2164.0,,,2441,16,2595,2354,-31,24,2551,2071,,
RagingKnightNC,ragingknightnc,NM,,US,,2216.0,2366.0,,2552,9,3104,2562,-23,518,2702,2408,,
Lopez09,lopez09,NM,,MX,,,,,2600,12,19012,2435,152,25,2800,1775,,
Silversik,silversik,CM,Piotr Jagodziński,PL,Chess lessons - prv:),2163.0,,,2490,11,3243,2419,-11,91,2686,1500,,
DiaryTraining,diarytraining,IM,,,"Progressive House Music   |   In chess, you should play lot's of games and check your game after that. This is how you improve.
IM  / cheaters at everywhere... unplayable nowdays",,,,2815,22,5112,2593,30,15,2927,1500,,
hakobyan16,hakobyan16,FM,Hovhannes Hakobyan,AM,Fide Master,2288.0,,,2490,42,79,1629,0,1,2393,1681,,
roggefeller,roggefeller,IM,,DE,,,,,2664,31,1833,1636,0,6,2644,1500,,
UnSinge2700,unsinge2700,FM,,FR,,,,,2522,16,826,1993,0,4,2540,1500,,
Paparama,paparama,FM,,AQ,,,,,2702,18,8449,2633,53,336,2884,1891,,
Chessibague,chessibague,IM,Wilfredo Sariego Figueredo,CU,,2318.0,,,2498,-2,34365,2114,-26,19,2644,1497,,
ZZZaaa1,zzzaaa1,WIM,Anna Golubova,RU,,,,,2367,47,37,2225,21,13,2613,1500,,
Gollatzproblem,gollatzproblem,FM,Reiner Heimrath,DE,,2230.0,,,2204,7,13105,2144,-131,141,2220,2140,,
DmitryMazanchenko,dmitrymazanchenko,FM,Dmitry Mazanchenko,RU,Любимый дебют Сицилианская защита,2161.0,,,2170,-20,12475,2278,-51,166,2351,1214,,
MilanovicDan,milanovicdan,GM,Danilo Milanovic,RS,,,,,2505,-34,151,1500,0,0,2366,1500,,
Abik02,abik02,GM,Abdulla Gadimbayli,AZ,"Hi all! I'm GM Gadimbayli Abdulla from Azerbaijan.
Fide:2524
World Junior Champion 2022
I've won several tournaments including 2x World and 2x European championship.
Available for online coaching email me if you are interested: gadimbaylia@gmail.com",2524.0,,,3019,139,1998,2593,-59,38,3215,1500,,
ptrujillo,ptrujillo,FM,Pablo Trujillo,VE,Me gusta la Siciliana Variante Dragón. Tengo titulo de Maestro FIDE. Mí ID es 3901319,2153.0,,,2286,-19,7288,2410,25,68,2503,1500,,
alexkorn,alexkorn,IM,,,,,,,2341,61,176,2346,0,2,2406,1500,,
MarcoZaror,marcozaror,NM,MARCO AURELIO CORDEIRO,BR,Sou MN,,,,2087,-43,794,2007,69,116,2025,1633,,
fripSide,fripside,FM,,RU,,2375.0,,,2684,-17,1561,2567,13,264,2896,1801,,
SmoothAsAHedgehog,smoothasahedgehog,IM,,GB-ENG,,,,,2802,6,2378,2523,66,54,2838,2063,,
jaime_sonho01,jaime_sonho01,CM,Jaime sonhy,AO,https://media.giphy.com/media/aCg3RWzbmnTBRbapwi/giphy.gif,,,,2549,6,10330,2542,23,72,2933,1757,,
ShantiNurAbidahWIM,shantinurabidahwim,WIM,Shanti Nur Abidah,ID,"S1 Psikologi Universitas Gunadarma
Chess Player",,,,2422,142,3276,2628,123,123,2364,2230,,
deathlyweapon2005,deathlyweapon2005,CM,,IN,,2226.0,,,2488,3,860,2228,-40,15,2582,1500,,
mgroison,mgroison,NM,Maksim Royzen,,,,,,2245,-18,15365,2169,0,11,2300,1662,,
Zoot-Allures,zoot-allures,CM,,DE,"* * * The good player is always lucky 
* * * * * * * * * 
   José Raúl Capablanca",,,,2366,9,122,1500,0,0,2435,1500,,
Stefan005,stefan005,IM,,RS,,,,,2425,-46,659,1500,0,0,2626,1500,,
rigo-loya,rigo-loya,NM,Rigoberto Loya Ibarra,MX,,,,,2151,-6,950,1500,0,0,2319,1500,,
unknownaccount1,unknownaccount1,CM,Unknown CM,,,,,,1500,0,0,1500,0,0,2715,1500,,
Camperone,camperone,FM,,,,,,,2158,-25,483,1859,0,5,1334,1500,,
chesstutgood,chesstutgood,FM,,,,,,,2373,-18,2230,2373,128,38,2850,1500,,
RANGER2,ranger2,NM,,US,,,2010.0,,2253,-151,68,2197,20,50,2529,2188,,
Martini99,martini99,IM,Martin Neugebauer,SK,,2528.0,,,2652,-19,5669,2291,79,18,2802,1500,,
A-S-00,a-s-00,WIM,,_earth,,,,,2434,47,778,2460,75,205,2295,2133,,
Korchmar_Vasiliy,korchmar_vasiliy,IM,Vasiliy Korchmar,RU,"https://www.youtube.com/channel/UChLXZtyC1hM4eB2PWCznk5w
Провожу индивидуальные занятия для всех желающих очно (если Вы из Саратова) и по скайпу. По вопросам обучения просьба обращаться в лс или на почту: korchmarvasiliy@yandex.ru
Международный мастер, мастер спорта России, 1 гроссмейстерский балл (Moscow open 2016). Победитель и призер российских и международных соревнований.",2451.0,,,2667,-3,526,2385,90,38,2724,1826,,
lexydim,lexydim,WGM,Aleksandra Dimitrijevic,IT,"I'm Lexy, a Woman Grandmaster, FIDE Trainer, International Arbiter, and Lead School Instructor. I am passionate about transforming chess enthusiasts into masters of the game. With over 30 years of experience, I bring expertise and a proven track record.

Email: LexyChess@gmail.com",2080.0,,,2456,162,78,2232,0,6,2426,1331,,
jmf24,jmf24,WGM,,AQ,taking a break from playing Bullet-- Your Dragon,,,,2505,42,4254,2464,50,41,2703,1500,,
Aronyak1,aronyak1,IM,Aronyak Ghosh,IN,aronyakghosh@gmail.com,2514.0,,,2679,-3,6571,2420,-29,99,3112,1500,,
LeonCalderon,leoncalderon,IM,Francisco León,CU,,2092.0,,,2293,-9,3257,1500,0,0,2425,1500,,
ebzoli,ebzoli,CM,Zoltán Béla Éberth,HU,"https://imgur.com/gallery/t9iHS2Q I got to know chess at the age of 6. My chess role model is Paul Charles Morphy. My first coach CM Varga (Pufi) László. Later I studied under the guidance of András IM Mészáros. I paid for the FIDE CM title this month and I’m sure I’ll have even better titles. I have been a coach since I was 18, I have trained 1 international master and 8 Fide masters.",2210.0,,,2048,28,878,2061,34,1251,2156,2140,,
yaali15,yaali15,FM,,,,,,,2457,54,1110,2464,21,45,2416,2054,,
imbrewington,imbrewington,IM,Brewington Hardaway,US,Hello :) Grandmaster,2544.0,2617.0,,2750,53,1639,2188,-75,1288,3212,1998,,
SrPopando,srpopando,FM,Fernando Sanchez Aller,ES,,,,,2025,28,773,2042,-13,25,2074,1500,,
juancruzariasTDF,juancruzariastdf,FM,Juan Cruz Arias,AR,FIDE master and FIDE Instructor. Professional chess coach. Expert in adult improvement. Feel free to contact me at https://lichess.org/coach/juancruzariasTDF Check out my student's reviews at https://shorturl.at/Lql5t,2349.0,,,2767,18,17039,2763,-61,700,3007,2598,,
Krabbe,krabbe,CM,,AT,,,,,2347,-16,15057,2335,-143,348,2462,2183,,
LUDVIG_CARLSSON,ludvig_carlsson,IM,Ludvig Carlsson,SE,,2397.0,,,2608,-28,9734,2463,-4,657,2798,2192,,
Ali_Almudevar,ali_almudevar,NM,ALI ALMUDEVAR,US,"Doctorate in Biostatistics (1981)
Excel in sharp and unclear positions. More piece flying the better. 
Motto is Initiative is a key. Will sac piece for it and maintain attack.
Mostly I play on chess.com - TwentyHoursADay there.
Play here has been solid. No more of that. ALI ALMUDEVAR is here hungry for victim. Start the defenses or else checkmate!",,,,1500,0,0,1500,0,0,2903,1500,,
joshiii876,joshiii876,FM,Joshua Christie,JM,,2271.0,,,2606,-6,5240,2603,44,317,2735,2323,,
alberto99,alberto99,IM,Alberto Barp,IT,,,,,2648,23,4510,2556,265,28,2762,1500,,
BaldHedgehog,baldhedgehog,WFM,,,,,,,2489,49,1394,2454,76,30,2290,1500,,
ersekitamara,ersekitamara,WFM,,HU,,1941.0,,,2160,11,249,1925,0,3,2105,1500,,
alekskooks,alekskooks,FM,Aleksey Kukelko,UA,Work hard to understand chess!,,,,2472,-29,1820,2614,77,201,2745,1988,,
Isurox,isurox,FM,,LK,,2000.0,,,2307,-8,23425,2368,1,1629,2429,2166,,
Ljucifer,ljucifer,FM,,RU,,,,,2620,39,5217,1500,0,0,2634,1688,,
Bornforchess007,bornforchess007,FM,,FR,,,,,2671,52,577,2401,132,19,2884,1500,,
rdarruda,rdarruda,FM,Ricardo Darruda,US,https://ratings.fide.com/card.phtml?event=100692,2271.0,,,2462,-31,25725,2531,65,145,2324,1500,,
dmitry1968,dmitry1968,FM,Дмитрий Вдовин,RU,,2301.0,,,2145,-35,11391,2271,88,988,2023,2058,,
Hopeim,hopeim,FM,Rafał Tymrakiewicz,PL,,,,,2376,-29,1679,2024,0,10,2422,1500,,
Piranaseven,piranaseven,CM,,,"Hamsi gibi yaşa, Pirana gibi öl",,,,2366,62,12058,2160,200,20,2475,1697,,
schaakinitiatiefSIV,schaakinitiatiefsiv,FM,Schaakinitiatief Vlaanderen,BE,"Onze vzw promoot de schaaksport in Vlaanderen door het organiseren van toegankelijke schaakactiviteiten, zie ook onze website www.schaakinitiatief.org",,,,2478,-96,186,2278,-13,13,2501,1500,,
CoachFede,coachfede,NM,,TW,"Hi I'm a chess coach from Italy, but now live in the beautiful island of Taiwan. I've been teaching chess for about 10 years, in every contest: schools, chess academies, chess clubs and of course private lessons too. I learned that a good player does not necessarily make a good coach, and that experience is very important: I believe honesty and passion go a long way. Lessons in Eng, Ita,中文.",2169.0,,,2468,20,17609,2502,-29,303,1823,2223,,
soyunrifle,soyunrifle,NM,jose humberto peñuñuri,MX,,,,,2043,21,4488,2020,-42,382,1993,2056,,
Patonotucupi,patonotucupi,CM,Nelson Moraes,BR,https://instagram.com/nelsonmoraes84?igshid=ZDdkNTZiNTM=,2174.0,,,2356,29,8910,2393,39,63,2450,1599,,
yingpan123,yingpan123,FM,,CN,a middle school student,2071.0,,,2417,-13,126,2188,-61,21,2678,1500,,
Polina3004,polina3004,WFM,Полина Янученко,,"Моя телега: https://t.me/yanchnkoy_chess
Мой ютуб, провожу стримы: https://youtube.com/@yanchnkoy_chess?si=dbrdUsYZ30iMInGH
https://imgur.com/qDCZxyr
Моя инста: https://instagram.com/yanchnkoy_chess?igshid=MzMyNGUyNmU2YQ%3D%3D&utm_source=qr
Мой клуб на личесс, где проходят турниры: https://lichess.org/team/4WJHSeyU
Запись на занятия в тг @yanchnkoy_chesss",2113.0,,,1887,-100,883,1638,-146,151,2132,1698,,
aljado59,aljado59,NM,Alvaro Donatti,UY,Me gusta jugar para divertirme.,2193.0,,,2113,-118,1010,2244,86,31,2190,2026,,
cutemouse83,cutemouse83,GM,Michael Roiz,IL,"Hi Everyone! I am GM Michael Roiz!
After many years of playing on GM's level I switched to career as a coach and second of top players.
I am also an author of 3 books, including Nimzo Indian
My website is www.chessbasic.com.  
You are welcome to conctact me on michaelroiz@yahoo.com for further information. 
If you are serious, success is guaranteed!",2579.0,2650.0,,2979,-4,16216,1500,0,0,1756,1500,,
Frogkiller,frogkiller,FM,,,,,,,2447,19,10302,1909,-38,120,2578,1558,,
funeral_bureau,funeral_bureau,FM,Aleksandr Kozak,RU,,,,,2360,22,2132,2213,34,376,2108,1500,,
HandKnit,handknit,CM,,,,,,,2412,-10,16975,2533,51,404,2498,2383,,
elf19074,elf19074,FM,Torsten Lang,DE,www.schachklub-landau.de,,,,2506,-89,3436,2342,0,11,2555,1500,,
KonstantinKornienko,konstantinkornienko,FM,Kornienko Kostya,LV,"#1  ultrabullet player in the world?
Play in the prize tournaments! https://lichess.org/team/chesscs    
https://t.me/chesscs

 Available for commercial offers, contact me via dm or kit0701@inbox.lv",2340.0,111.0,1.0,2679,6,3007,1500,0,0,3001,1500,,
MokshanovAlexey22,mokshanovalexey22,IM,Alexey Mokshanov,,,,,,2523,-5,1583,2444,117,35,2800,1500,,
buddhibalcoach,buddhibalcoach,WFM,S. M.,IN,"I am a WFM from India, playing Chess since last 35 years  and with an experience of 18+ years in teaching Chess to school students from beginners to intermediate level. I also give private online lessons to kids from various countries.",2041.0,,,2147,11,9556,2272,103,41,2163,1500,,
Moztiger,moztiger,CM,Someone African,MZ,,,,,2484,-41,13560,2477,-39,166,2521,2207,,
Germily,germily,CM,"Germinal, Kemly",,,,,,2115,-1,4476,2216,-24,110,2224,1825,,
TexasMustang,texasmustang,GM,Sergey Matsenko,US,,2530.0,2680.0,,2721,14,3800,2501,132,15,2858,1500,,
Danirod,danirod,FM,Daniel Rodriguez,VE,Fide Id: 3900070,2285.0,2370.0,,2760,82,12412,1864,0,4,2763,1500,,
ersankuneri1980,ersankuneri1980,IM,Tuna Onat Nalbant,IT,.,2401.0,,,2641,136,646,1500,0,0,2500,1500,,
OCChess,occhess,GM,,US,,,,,2803,-3,3129,2545,33,101,3002,1500,,
Crusher22,crusher22,FM,,,,,,,2416,-13,3349,2299,-1,52,2669,1500,,
artsportscience,artsportscience,CM,Abel Oquendo,PA,https://i.imgur.com/eVIfXfq.jpg,,,,2419,31,14146,2445,38,178,2271,2313,,
AlwaysMore,alwaysmore,FM,,PL,FIDE Master from Poland.,2295.0,,,2689,49,1330,2463,67,22,2713,1500,,
Sailor1951,sailor1951,GM,Ante Saric,HR,"I am Ante Saric (41 years), GM from Split (Croatia). I am interested to play foreign leagues and give chess lessons. My elo rating is 2490 (peak rating 2600). Feel free to contact me on e-mail:antesaric@windowslive.com",2490.0,,,2671,27,11728,2684,21,53,2763,1986,,
dreamteamer,dreamteamer,IM,,DE,"Internet Chess Veteran. 
ICC Account first used: 12-Sep-1994",,,,2574,45,2912,2343,-59,110,2471,1294,,
Rud_Makarian,rud_makarian,IM,Rudik Makarian,,https://ratings.fide.com/profile/44105681,2517.0,,,2742,27,1815,2180,0,10,2923,2045,,
Barracudych86,barracudych86,GM,Jakov Geller,,"Grandmaster, FIDE Senior Trainer, author.",2521.0,,,2716,-8,512,2374,89,13,2800,1500,,
Arnedo01,arnedo01,NM,,US,,,,,2300,-1,5462,2143,-186,25,2292,1500,,
MahammadMuradli2003,mahammadmuradli2003,GM,Mahammad Muradli,AZ,"Member of Azerbaijani national team, 2 times Azerbaijan Men's Champion, World Junior Blitz Champion",2608.0,,,2763,-10,6528,2903,113,377,3152,2252,,
Zhaslan_Aligozhin,zhaslan_aligozhin,FM,Zhaslan Aligozhin,KZ,Chess coach. Come study.,2405.0,,,2546,7,7901,2130,33,33,2731,1500,,
MIThePunisherXX,mithepunisherxx,IM,,,,,,,2672,-12,2457,2230,7,18,2608,2039,,
ethereumclassic,ethereumclassic,GM,,,,2484.0,,,2729,-3,1537,2447,0,9,3002,1500,,
AlechinKaspar,alechinkaspar,CM,,PL,I am a candidate for master.,,,,2122,16,5297,2188,38,803,2022,1500,,
Sidonya,sidonya,NM,Luis Raygoza,MX,"Maestro Nacional, Candidate Master & FIDE Trainer",2248.0,,,2336,2,12250,2155,-4,45,2795,2230,,
KmRiOaOlNy,kmrioaolny,FM,,,,,,,2362,-28,1556,1325,0,1,2317,1500,,
SeniorPhysician,seniorphysician,CM,Thorsten Heedt,DE,"club: SG Porz bis 31.12.25, danach SF Deizisau. profession: Leitender Oberarzt MEDICLIN Klinik am Vogelsang Donaueschingen (psychosomatics).
Deutscher Meister im Schach der Ärzte 2007 und 2014, DWZ 2051-99, ELO 2091, Blitz-ELO 2061",2091.0,,,2401,24,3952,2326,-10,391,2403,1975,,
bixit00,bixit00,NM,,,,,,,2320,1,406,2275,10,69,2509,2063,,
okmnstr,okmnstr,NM,Oguz Kagan Guven,TR,,2212.0,,,2423,-45,2420,2353,16,600,2757,1500,,
Rawnsdale,rawnsdale,NM,Ralph Tan,US,Tournament Director for the Saint Louis Chess Club,2077.0,2278.0,,2472,-67,1977,2222,10,87,2805,2258,,
CACHS,cachs,FM,Carlos Alberto Chávez Suárez,ES,"Hola mi nombre es Carlos Chávez. Soy MF desde el año 2017 y entrenador de ajedrez desde el 2018. Acepto alumnos que estén interesados en recibir clases. Incluyo además de las clases, plan de entrenamiento individual, material para el estudio y preparación durante los torneos. 
whatsapp: +34 626723013.
Sígueme en twich: https://www.twitch.tv/mfcachs
https://lichess.org/streamer/cachs",2279.0,,,2545,-13,16360,2456,175,105,2669,2144,,
Ifeelsorryforyou,ifeelsorryforyou,FM,,EU,,,,,2573,-23,4523,2628,171,129,2486,2115,,
JustAHarmlessDuck,justaharmlessduck,FM,Richard Zheng,CA,"Hi, my name is Richard Zheng and I am a FIDE master from  Canada. 
I have been coaching since 2019, helping students break through plateaus and achieve beyond their ambitions. You can expect us to work on all aspects of the game, and the training regime is catered to the student's personal needs. For more details, feel free to send me a message here or email me at richardz.mtl@gmail.com 
Thanks!",2315.0,,,2603,11,106,1500,0,0,3008,1500,,
Baigildin_Albert,baigildin_albert,FM,Baigildin Albert,RU,,2147.0,,,2478,-57,208,2368,5,56,2803,1500,,
Creighton00064,creighton00064,IM,Štěpán Hrbek,CZ,I'm on my way,2426.0,,,2507,96,1989,2438,30,510,2702,1987,,
Akilachess,akilachess,CM,,LK,,,,,2222,-2,792,2407,0,6,2360,1826,,
lehjoz,lehjoz,CM,,EU,"https://i.imgur.com/U7X4n1W.jpg
""We are Venom""",,,,2263,-12,3649,2139,35,3022,2515,2126,,
Davor_Rogic,davor_rogic,GM,Davor Rogic,HR,"I'm Davor Rogic, a Grandmaster with peak FIDE rtg 2602.  I have a Masters degree in IT tehnology. If you're interested in lessons or coaching freely contact me. 

More info on https://lichess.org/coach/Davor_Rogic with many students reviews on https://efour-davorrogic.hr/

Mail: davorr@hotmail.com",,,,2469,-20,3111,1766,-158,20,2619,1500,,
RCSA007,rcsa007,IM,Roberto Carlos Sánchez Álvarez,PA,"International Chess Master
Nací Cuba. Desde 2017 tengo el Honor de representar a Panamá. Olimpiadas Mundial: Batumi 2018 y Chennai 2022, Budapest 2024. Ganador de dos Centroamericanos y del Caribe 2018,2019. Seis Veces Campeón Nacional Panamá (2018,2020,2021,2022,2023,2025). Entrenador Selecciones Nacionales 2011 al 2016 (El Salvador y Panamá). 
Director Fundador: Chess Logistic Panamá",2387.0,,,2463,-17,2891,2324,0,8,2776,1500,,
Paradoxxx1,paradoxxx1,FM,Mac Daddy,ES-CT,"I was made for coachin' you, baby",,,,2666,-20,7868,2334,-143,96,2740,1500,,
Chess-Network,chess-network,NM,Jerry,,"https://linktr.ee/chessnetwork
     @MasterStockfish
lichess.org/team/chessnetwork",,,,2730,-4,29786,2691,10,391,2877,1500,,
chesspassion_11,chesspassion_11,CM,,,,,,,2398,154,64,1500,0,0,2369,1500,,
MikhailSher,mikhailsher,NM,Mikhail Sher,US,"Dream Moves - The ultimate instructional book for rapid chess improvement from GM Miron Sher ""Coach of Champions"": www.amazon.com/Dream-Moves-Eye-Opening-Lessons-Improvers/dp/9083382745/

Management Professor
Research: https://www.monmouth.edu/directory/profiles/mikhail-sher-ph-d/
Poker: https://pokerdb.thehendonmob.com/player.php?a=r&n=221545",,,,1500,0,0,1500,0,0,2816,1500,,
GCamachoMartinez,gcamachomartinez,FM,Guillermo Camacho Martinez,CU,Soy FM y me apasiona el ajedrez.,2305.0,,,2479,-56,6977,2167,0,7,2319,1500,,
Biofritz,biofritz,NM,Rui Guimarães,PT,"Chess coach for more than 25 years having started at the age of 16 when new chess club needed a manager. Along the years worked regularly as arbiter, coach, manager, director in different chess organizations.",2202.0,,,2142,-10,12537,2033,-90,43,1980,1416,,
Fang3416,fang3416,CM,Aron Klevansky,ZA,,,,,2304,14,3184,2373,23,333,2405,2064,,
JFriedel,jfriedel,GM,Josh Friedel,US,"GM from  New Hampshire, currently living in Wisconsin.",2562.0,2655.0,,2700,67,1494,2454,0,5,2509,1500,,
xaoc88,xaoc88,IM,,RU,,,,,2371,-29,1999,2452,40,41,2360,1500,,
BeautyGirl,beautygirl,WGM,Candela Francisco,AR,"Judas 1:2
Deseo que Dios los trate con mucha compasión y con abundante paz y amor.",,,,2618,39,1548,1844,0,7,2550,1500,,
